X,Y,shop,name,addr:housenumber,addr:street,addr:postcode,addr:city,website,addr:state,phone,opening_hours,wheelchair,brand,brand:wikidata,brand:wikipedia,operator,addr:unit,internet_access,clothes,contact:phone,contact:website,amenity,atm,addr:country,addr:suite
-84.4119631,33.7860380975452,beauty,Little Barn Apothecary,,,,,,,,,,,,,,,,,,,,,,
-84.4291735,33.8512173975452,beauty,Lush Nails & Spa,,,,,,,+1 (404) 549-8553,"Mo-Sa 09:30-20:00; Su 12:00-18:00",,,,,,,,,,,,,,
-84.368448,33.7815250975452,beauty,Mint Salon,,,,,,,,,,,,,,,,,,,,,,
-84.3892668,33.7766782975452,beauty,Nail Talk and Tan,,,,,,,+1-404-817-9326,Mo-Sa 10:00-19:00,yes,,,,,,,,,,,,,
-84.3938311,33.8130296975452,beauty,Nina Ross Hair Therapy,,,,,http://www.hairbyninaross.com/,,+1 678 5614522,,,,,,,,,,,,,,,
-84.3920189,33.7524515975452,beauty,Original Nails,85,Peachtree Street Southwest,30303,Atlanta,,GA,404-681-2244,,,,,,,,,,,,,,,
-84.3925123,33.7518512975452,beauty,Secret Essence & Beauty,103,Peachtree Street Southwest,30303,Atlanta,,GA,404-589-4919,,,,,,,,,,,,,,,
-84.3526962,33.7757452975452,beauty,Sweet Peach Waxing & Sugaring Studio,776,North Highland Avenue Northeast,30306,Atlanta,,GA,,"Mo-Fr 10:00-19:00; Sa 10:00-17:00; Su 12:00-17:00",,,,,,,,,,,,,,
-84.3222424,33.7513049975452,beauty,Takai Atlanta Hair Salon,,,,,,,,,,,,,,,,,,,,,,
-84.4122055,33.7859121975452,beverages,dtox Organic Juice,,,,,,,,,,,,,,,,,,,,,,
-84.4175432,33.7289779975452,beverages,Monday Night Brewing Co-Garage,,,,,,,,,,,,,,,,,,,,,,
-84.4175595,33.7289870975452,beverages,Monday Night Brewing- Garage,,,,,,,,,,,,,,,,,,,,,,
-84.3650178,33.7582230975452,bicycle,Atlanta Bicycle Barn,,,,,,,,,,,,,,,,,,,,,,
-84.4108026,33.7790917975452,bicycle,Earl's Bike Shop,1000,Marietta Street,30318,Atlanta,https://www.earlsbike.shop/,GA,(404) 935-9115,,,,,,Earl,,,,,,,,,
-84.4108086,33.7790727975452,bicycle,Earl’s Bike Shop,1000,Marietta Street,30318,,https://www.earlsbike.shop/,,4049359115,,,,,,Earl,,,,,,,,,
-84.36811,33.7829090975452,bicycle,Intown Bicycles,,,,,,,,,,,,,,,,,,,,,,
-84.3732891,33.7422084975452,bicycle,Loose Nuts,,,,,http://www.loosenutscycles.com,,,,,,,,,,,,,,,,,
-84.3502799,33.7643811975452,bicycle,Outback Bikes,,,,,https://www.outback-bikes.com/,,,,,,,,,,,,,,,,,
-84.3790756,33.7844604975452,bicycle,Skate Escape,,,,,,,,,,,,,,,,,,,,,,
-84.3880905,33.7561108975452,bicycle,,,,,,,,,,,,,,,,,,,,,,,
-84.3505635,33.7595421975452,books,A Capella Books,208,Haralson Avenue NE,,,https://www.acappellabooks.com/,,,,,,,,,,,,,,,,,
-84.3827539,33.8352626975452,books,Barnes & Noble,2900,Peachtree Road,30305,Atlanta,https://store-locator.barnesandnoble.com/store/1907,GA,+1 (404) 261-7747,"Mo-Th 09:00-22:00; Fr-Sa 09:00-23:00; Su 09:00-21:00",,,,,,,wlan,,,,,,,
-84.3487145,33.7579764975452,books,Barnes & Noble,,,,,,,,,,,,,,,,,,,,,,
-84.3487117,33.7656092975452,books,Charis Books & More,1189,Euclid Avenue,,,https://www.charisbooksandmore.com/,,,,,,,,,,,,,,,,,
-84.3840274,33.7546359975452,books,Georgia Book Store,,,,,,,,,,,,,,,,,,,,,,
-84.3800508,33.7556573975452,boutique,Controversy Boutique,,,,,,,,,,,,,,,,,,,,,,
-84.3643413,33.7739105975452,boutique,Paris on Ponce,716,Ponce de Leon Place Northeast,30306,Atlanta,http://parisonponce.com,GA,+1 (404) 249-9965,,,,,,,,,,,,,,,
-84.3833146,33.7863081975452,car,Georgia Auto Finance,Suite 1200,Peachtree Street Northeast,30309,,http://www.georgiaautofinance.com,,,,,,,,,,,,,,,,,
-84.348417,33.7478720975452,car_parts,Autozone,,,,,,,,,limited,,,,,,,,,,,,,
-84.3807787,33.8731799975452,car_repair,Apogee Detail,Ste 102-304,Roswell Road Northeast,30342,Atlanta,,GA,,Mo-Su 09:00-17:00,,,,,,,,,,,,,,
-84.3441096,33.7403832975452,car_repair,Armor Tire,1326,Glenwood Avenue Southeast,30316,Atlanta,,,,,,,,,,,,,,,,,,
-84.3911304,33.8145904975452,car_repair,Auto Glass Atlanta,2221,Peachtree Road Northeast,30309,,autoglassatlanta.net,,,,,,,,,,,,,,,,,
-84.4123916,33.8070479975452,car_repair,DW Campbell of Atlanta,1921,Howell Mill Rd NW,30318,,,,,,,,,,,,,,,,,,,
-84.4154869,33.8021179975452,car_repair,Express Oil Change & Tire Engineers,1760,Howell Mill Road Northwest,30318,Atlanta,https://www.expressoil.com/stores/atlanta/ga/0522/,GA,+1-404-351-4776,"Mo-Fr 08:00-18:00;Sa 08:00-17:00",,,,,,,,,,,,,US,
-84.4151302,33.8029560975452,car_repair,Firestone Complete Auto Care,1776,Howell Mill Road Northwest,30318,,,,,,,,,,,,,,,,,,,
-84.3681323,33.7738950975452,car_repair,Havoline Express Lube,,,,,,,,,,,,,,,,,,,,,,
-84.4162767,33.7999221975452,car_repair,Just Brakes,,,,,,,,,,,,,,,,,,,,,,
-84.3669667,33.8198693975452,car_repair,Pep Boys,2399,Piedmont Road Northeast,,,https://www.pepboys.com/,,,,,,,,,,,,,,,,,
-84.3821972,33.8369538975452,car_repair,Roock Autohaus,3002,Peachtree Road,30305,Atlanta,,GA,,,,,,,,,,,,,,,,
-84.4124587,33.8080642975452,car_repair,Texaco Xpress Lube,1953,Howell Mill Rd NW,30318,,http://www.texacoxpresslube.com/,,,,,,,,,,,,,,,,,
-84.3477381,33.7399201975452,car_repair,Village Garage,1215,ood Avenue Southeast,30316,Atlanta,,,,,,,,,,,,,,,,,,
-84.4077997,33.7811693975452,car_repair,,,,,,,,,,,,,,,,,,,,,,,
-84.3460952,33.7405809975452,clothes,Adore Mi,493,Flat Shoals Ave SE,30316,,,,,,,,,,,,,,,,,,,
-84.350042,33.7645725975452,clothes,Americam Apparel,,,,,,,,,,,,,,,,,,,,,,
-84.4126599,33.7871341975452,clothes,Ann Mashburn,1198,Howell Mill Road,,Atlanta,,GA,,,,,,,,,,,,,,,,
-84.349195,33.7659279975452,clothes,Bill Hallman Flaunt,,,,,,,,,,,,,,,,,,,,,,
-84.4125982,33.8088688975452,clothes,Blu Orchid,1985,Howell Mill Rd NW,30318,,,,,,,,,,,,,,,,,,,
-84.3530983,33.7755442975452,clothes,Bridge Boutique,1054,St Charles Avenue Northeast,30306,Atlanta,http://bridgeboutique.com/,GA,,Mo-Sa 11:00-19:00 Su 12:00-18:00,,,,,,,,,,,,,,
-84.3501895,33.7644653975452,clothes,Cherry Bomb,,,,,http://www.cherrybombatlanta.com,,,,,,,,,,,,,,,,,
-84.3547401,33.7834526975452,clothes,Chico's,,,,,,,,,,,,,,,,,,,,,,
-84.349187,33.7658142975452,clothes,Clothing Warehouse,,,,,,,,,,,,,,,,vintage,,,,,,
-84.3494096,33.7657540975452,clothes,Fearless Weirdos,,,,,,,,,,,,,,,,vintage,,,,,,
-84.397275,33.7922454975452,clothes,Gap,,,,,,,,,,,,,,,,,,,,,,
-84.3498542,33.7650429975452,clothes,Gurl Props,,,,,,,,,,,,,,,,,,,,,,
-84.3880689,33.7970805975452,clothes,Heidi Elnora,,,,,,,,,,,,,,,,,,,,,,
-84.3957062,33.7926094975452,clothes,H&M,,,,,,,,,,,,,,,,,,,,,,
-84.346114,33.7406177975452,clothes,House of Bling,491,Flat Shoals Ave SE,30316,,,,,,,,,,,,,,,,,,,
-84.3460764,33.7405463975452,clothes,i kandie,493A,Flat Shoals Ave SE,30316,,,,,,,,,,,,,,,,,,,
-84.3631199,33.7546836975452,clothes,Inman Dry Giods,,Edgewood Avenue Northeast,30307,,,,,,,,,,,,,,,,,,,
-84.3667466,33.7728826975452,clothes,J Crew,,,,,,,,,,,,,,,,,,,,,,
-84.35862,33.8536340975452,clothes,Jos A. Banks,,,,,,,,,yes,,,,,,,,,,,,,
-84.3497381,33.7648047975452,clothes,Karma Boutique,,,,,,,,,,,,,,,,evening attire,,,,,,
-84.3335426,33.7647556975452,clothes,Kelly's Closet,1647,,,,KellysCloset.net,,,,,,,,,,,,,,,,,
-84.3655525,33.7718010975452,clothes,Mountain High Outfitters,,,,,,,,,,,,,,,,,,,,,,
-84.3901327,33.7579867975452,clothes,New Era Store,,,,,https://www.neweracap.com/,,,,,,,,,,,,,,,,,
-84.3917721,33.7528162975452,clothes,New York Fashions,69,Peachtree Street Southwest,30303,Atlanta,,GA,404-522-6738,,,,,,,,,,,,,,,
-84.363032,33.8481580975452,clothes,Nike,,,,,,,,,yes,Nike,,,,,,,,,,,,
-84.349189,33.7660552975452,clothes,Psycho Sisters Consignment Boutique,,,,,,,,,,,,,,,,,,,,,,
-84.3506849,33.7640868975452,clothes,Rag-O-Rama,1111,,,,https://www.ragorama.com/,,,,,,,,,,,80% used 20% new,,,,,,
-84.3914048,33.7527973975452,clothes,Rainbow,62,Peachtree Street Southwest,30303,Atlanta,https://www.rainbowshops.com/,GA,404-521-2224,"Mo-Sa 10:00-19:00; Su 12:00-18:00",,,,,,,,,,,,,,
-84.3499615,33.7649492975452,clothes,Rene Rene,,,,,,,,,,,,,,,,,,,,,,
-84.3459316,33.7404738975452,clothes,Rockstar Gold,495,Flat Shoals Ave SE,30316,,,,,,,,,,,,,,,,,,,
-84.3652498,33.8272312975452,clothes,Ross,,,,,,,,,,,,,,,,,,,,,,
-84.371813,33.7544091975452,clothes,Seven 74,482,Edgewood Avenue Southeast,,,,,,,,,,,,,,,,,,,,
-84.3916136,33.7530454975452,clothes,Simply Fashion,63,Peachtree Street Southwest,30303,Atlanta,http://www.simplyfashion.com,GA,404-522-5203,,,,,,,,,,,,,,,
-84.3494686,33.7653259975452,clothes,Stephan's Inc Vintage Clothing,,,,,,,,,,,,,,,,vintage,,,,,,
-84.3877809,33.8201636975452,clothes,Talbots,2391,Peachtree Road,30305,Atlanta,,GA,,,yes,,,,,,,,,,,,,
-84.3500033,33.7649192975452,clothes,The Pink Zebra,,,,,,,,,,,,,,,,,,,,,,
-84.3528899,33.7755513975452,clothes,Threadz,1060,St Charles Avenue Northeast,30306,Atlanta,,GA,,T-T: 11-7 F-SAT: 11-8 Sun: Noon-6pm,,,,,,,,,,,,,,
-84.3657838,33.7746524975452,clothes,TJ Maxx,,,,,,,,,,TJ Maxx,Q10860683,en:TJ Maxx,,,,,,,,,,500
-84.410365,33.7793271975452,clothes,Tweeds,1009-A,Marietta Street,30318,Atlanta,http://tweedsshop.com/,GA,,,,,,,,,,,,,,,,
-84.352798,33.7734474975452,clothes,Urban Outfitters,,Ponce de Leon Avenue Northeast,,,,,,,,,,,,,,,,,,,,
-84.3506135,33.7644744975452,clothes,Vinnies Styles,,,,,www.vinniesstyles.com,,,,,,,,,,,men,,,,,,
-84.3542103,33.7829049975452,clothes,,,,,,,,,,,,,,,,,,,,,,,
-84.3542126,33.7829461975452,clothes,,,,,,,,,,,,,,,,,,,,,,,
-84.3825859,33.8359670975452,computer,HM Solutions Inc,2964,Peachtree Road,30305,Atlanta,,GA,,,,,,,,,,,,,,,,
-84.3580319,33.7633214975452,confectionery,K Chocolat,312,North Highland Avenue Northeast,30307,,https://www.cacaoatlanta.com/,,,,,,,,,,,,,,,,,C
-84.3780969,33.7721798975452,confectionery,,295,Ponce de Leon Ave NE,,,https://krispykreme.com/,,,,,,,,,,,,,,cafe,,,
-84.3796009,33.7447774975452,convenience,American Deli,,,30316,,,,,,,,,,,,,,,,,,,
-84.4070297,33.7820769975452,convenience,Best 4 Less,,,,,,,,,,,,,,,,,,,,,,
-84.3675392,33.7420573975452,convenience,BP Fuel Station,448,Boulevard SE,30312,,,,,,,,,,,,,,,,,,,
-84.3895626,33.7810881975452,convenience,Chevron,,,30309,,,,,24/7,yes,,,,,,,,,,,,,
-84.3670035,33.8223388975452,convenience,Fiesta Food Market,,,,,,,,,,,,,,,,,,,,,,
-84.3706886,33.7465722975452,convenience,Grant Park Market,519,Memorial Drive Southeast,30312,,,,,,,,,,,,,,,,,,,
-84.3915067,33.7526658975452,convenience,J & C Food Mart,68,Peachtree Street Southwest,30303,Atlanta,,GA,404-525-3534,,,,,,,,,,,,,,,
-84.3925945,33.7518174975452,convenience,KAM Grocery & Food Mart,105,Peachtree Street Southwest,30303,Atlanta,,GA,404-577-1030,,,,,,,,,,,,,,,
-84.3691956,33.8225008975452,convenience,Main Street Market,546,Main Street Northeast,,,,,,,,,,,,,,,,,,,,
-84.4086675,33.7773556975452,convenience,M Street Corner Market,,,,,,,,"Mo-Sa 08:00-23:00; Su 09:00-21:00",,,,,,,,,,,,,,
-84.3952746,33.7484518975452,convenience,Peachtree Food Mart,227,Peachtree Street Southwest,30303,Atlanta,,GA,404-681-0021,,,,,,,,,,,,,,,
-84.3967869,33.7489440975452,convenience,Quick Pick Convenience Store,215,Forsyth Street Northwest,30303,Atlanta,,GA,404-523-7922,,,,,,,,,,,,,,,
-84.3811985,33.7557730975452,convenience,Sweet Auburn Grocery,,,,,,,,,,,,,,,,,,,,,,
-84.3335683,33.7649696975452,convenience,,1642,,,,,,,,,,,,,,,,,,,,,
-84.3092912,33.7395348975452,convenience,,,,,,,,,,,,,,,,,,,,,,,
-84.2915781,33.7475687975452,convenience,,,,,,,,,,,,,,,,,,,,,,,
-84.3680114,33.7389927975452,convenience,,,,,,,,,,,,,,,,,,,,,,,
-84.4237928,33.7100678975452,convenience,,,,,,,,,,,,,,,,,,,,,,,
-84.3227359,33.7508834975452,convenience,,,,,,,,,,,,,,,,,,,,,,,
-84.357816,33.7623224975452,convenience,,,,,,,,,,,,,,,,,,,,,,,
-84.3517988,33.7708054975452,convenience,,,,,,,,,,,,,,,,,,,,,,,
-84.359025,33.7745080975452,convenience,,,,,,,,,,,,,,,,,,,,,,,
-84.3800336,33.7816179975452,convenience,,,,,,,,,,,,,,,,,,,,,,,
-84.3898275,33.7771377975452,copyshop,Kwik Kopy,,,,,,,,,,,,,,,,,,,,,,
-84.368704,33.7803860975452,copyshop,UPS Store,,,,,,,,,limited,,,,,,,,,,,,,
-84.3935918,33.7517573975452,cosmetics,Taj Perfumes Inc.,107,Broad Street Southwest,30303,Atlanta,http://www.taj-perfumes.com/,GA,404-688-4445,Mo-Sa 09:00-18:00,,,,,,,,,,,,,,
-84.366751,33.7716916975452,craft,Binders,650,North Avenue Northeast,30308,Atlanta,https://www.bindersart.com/ponce-city-market-store,GA,404-682-6999,,,,,,,,,,,,,,,
-84.3844694,33.7786854975452,craft,Blick Art Materials,878,Peachtree Street Northeast,30309,Atlanta,,GA,,,,,,,,,,,,,,,,
-84.3663,33.8282730975452,craft,Michaels,,,,,,,,,yes,Michaels,Q6835667,en:Michaels,,,,,,,,,,
-84.3497093,33.7651342975452,custom T-shirts,Bang On Custom T-shirts and Lettering,,,,,,,,,,,,,,,,,,,,,,
-84.3899486,33.7578228975452,deli,Downtown Deli,111,Luckie Street Northwest,30303,Atlanta,,,,,,,,,,,,,,,,,US,
-84.3466381,33.7583378975452,deli,OZ Health Shop,1270,Caroline St,GA 30307,Atlanta,http://www.ozhealthshop.com/,,,,,,,,,,,,,,,,,
-84.362217,33.8482530975452,department_store,Macy's,,,,,,,,,yes,,,,,,wlan,,,,,,,
-84.4912997,33.6889628975452,department_store,Macy's,,,,,,,,,,,,,Macy's,,,,,,,,,
-84.363983,33.8461590975452,department_store,Nieman Marcus,,,,,,,,,yes,,,,,,,,,,,,,
-84.399525,33.7930860975452,department_store,Target,,,,,,,,"Mo-Fr 08:00-23:00, Sa,Su 08:00-23:00",,,,,,,,,,,,,,
-84.358764,33.8517060975452,department_store,Target,,,,,,,,,yes,Target,,,,,,,,,,yes,,
-84.3463622,33.7569752975452,department_store,Target,,,,,,,,,,,,,,,,,,,,,,
-84.493703,33.6878647975452,discount,Deal's,,,,,,,,,,,,,,,,,,,,,,
-84.415393,33.8009099975452,doityourself,Ace Hardware,1709,Howell Mill Road Northwest,30318,,,,,,,Ace Hardware,Q4672981,en:Ace Hardware,,,,,,,,,,
-84.3448828,33.7399820975452,doityourself,East Atlanta Burglar Bar,,,,,,,,,,,,,,,,,,,,,,
-84.3662559,33.7771280975452,doityourself,Home Depot,,,,,https://www.homedepot.com/webapp/wcs/stores/servlet/StoreFinderViewDetails?storeId=10051&storeNum=159,,,,,Home Depot,Q864407,en:The Home Depot,,,,,,,,,,
-84.3529805,33.7777539975452,doityourself,Intown Hardware,,,,,,,,,,,,,,,,,,,,,,
-84.3463728,33.7596065975452,doityourself,Lowe's,,,,,http://stores.lowes.com/lowes/cgi/site?site=1875,,,,,,,,,,,,,,,,,
-84.3488541,33.7624700975452,doityourself,Sherwin-Williams,,,,,,,,,,,,,,,,,,,,,,
-84.4291735,33.8513155975452,dry_cleaning,Carriage Cleaners and Laundry,,,,,,,+1 (404) 262-1927,"Mo-Fr 07:00-19:00; Sa 08:00-17:00",,,,,,,,,,,,,,
-84.3935922,33.7495082975452,dry_cleaning,Clover Cleaners,172,Trinity Avenue Southwest,30303,Atlanta,,GA,404-223-6088,,,,,,,,,,,,,,,
-84.352015,33.7932150975452,dry_cleaning,Join Us Cleaners,,,,,,,,,yes,,,,,,,,,,,,,
-84.4091737,33.7779538975452,dry_cleaning,M Street Dry Cleaners,,,,,,,,,,,,,,,,,,,,,,
-84.3590894,33.7741379975452,dry_cleaning,,,,,,,,,,,,,,,,,,,,,,,
-84.348529,33.7593980975452,electronics,Best Buy,,,,,,,,,,,,,,,,,,,,,,
-84.4076923,33.7780938975452,erotic,,,,,,,,,,,,,,,,,,,,,,,
-84.3789243,33.8365217975452,fishmonger,,,,,,,,,,,,,,,,,,,,,,,
-84.3418708,33.7647575975452,florist,▼ Candler Park Flower Mart,1395,McLendon Avenue,30307,,http://candlerparkflowers.com,,,,,,,,,,,,,,,,,
-84.3465189,33.7410158975452,florist,East Atlanta Florist,,,,,,,,,,,,,,,,,,,,,,
-84.3663257,33.8262812975452,frame,FastFrame,,,,,,,,,,,,,,,,,,,,,,
-84.3506162,33.7641577975452,fresh juices & smoothies,Ardens Garden,,,,,,,,,,,,,,,,,,,,,,
-84.3504338,33.7646216975452,frozen yogurt,Yoreka!,,,,,,,,,,,,,,,,,,,,,,
-84.3493553,33.7673662975452,Frozen Yogurt,Frozen Yogurt,,,,,,,,,,,,,,,,,,,,,,
-84.3479942,33.7423551975452,funeral_directors,Meadows Mortuary,419,Flat Shoals Ave SE,30316,,https://meadowsmortuary.com/,,,,,,,,,,,,,,,,,
-84.3629457,33.8525726975452,furniture,Arhaus,3500,Peachtree Road Northeast,30326,Atlanta,https://www.arhaus.com/store/atlanta,GA,+1 (404) 869-0003,"Mo-Sa 10:00-21:00; Su 12:00-17:30",,,,,,,,,,,,,,
-84.3583169,33.7633530975452,furniture,City Issue,325,Elizabeth Street Northeast,30307,Atlanta,https://cityissue.com/,GA,+1 (678) 999-9075,"Su 12:00-17:00; We-Sa 11:00-19:00",,,,,,,,,,,,,,
-84.3463298,33.7408407975452,furniture,Kaboodle,489B,Flat Shoals Ave SE,30316,,,,,,,,,,,,,,,,,,,
-84.4118894,33.7859823975452,furniture,Room & Board,,,,,,,,,,,,,,,,,,,,,,
-84.3666022,33.7730794975452,furniture,West Elm,,,,,,,,,,,,,,,,,,,,,,
-84.3333194,33.7647485975452,gallery,,1653B,,,,https://mooggallery.com/,,,,,,,,,,,,,,,,,
-84.4225886,33.6564865975452,gift,Delta Flight Museum Store,,,,,http://www.deltamuseum.org/shop,,,"Mo-Tu, Th-Fr 09:00-17:00; We 10:00-14:00; Sa 10:00-17:00; Su 12:00-17:00",,,,,Delta Flight Museum,,,,,http://www.deltamuseum.org/shop,,,,
-84.3334739,33.7647556975452,gift,Donna Van Gogh's,1651,,,,,,,,,,,,,,,,,,,,,
-84.3498542,33.7647396975452,glam shop,Envy's Pretty Party,,,,,,,,,,,,,,,,,,,,,,
-84.3701093,33.8227088975452,hairdresser,71 Barber Shop,520,Main Street Northeast,,,71barbershop.com,,,,,,,,,,,,,,,,,
-84.3880008,33.7813202975452,hairdresser,American Haircuts,,,,,http://americanbarbers.com,,,"Mo-Th 10:00-19:00; Fr-Sa 10:00-18:00; Su 12:00-17:00",,,,,,,,,,,,,,
-84.3923402,33.7504355975452,hairdresser,A-Town Beauty & Barber Shop,132,Mitchell Street Southwest,30303,Atlanta,,GA,404-527-7291,,,,,,,,,,,,,,,
-84.3929883,33.7535790975452,hairdresser,Awa African Hair Braiding & Barbershop,31,Forsyth Street Northwest,30303,Atlanta,https://www.facebook.com/pages/Africa-Hair-Braiding/107359422653459,GA,404-584-5339,,,,,,,A,,,,,,,,
-84.3767207,33.7558412975452,hairdresser,Burden's Barber Shop,,,,,,,,,,,,,,,,,,,,,,
-84.376726,33.7557832975452,hairdresser,C J Walkers Beauty Shoppe & Museum,,,,,,,,,,,,,,,,,,,,,,
-84.3465499,33.7410426975452,hairdresser,Eyebrow Threading Studio,,,,,,,,,,,,,,,,,,,,,,
-84.383756,33.8342861975452,hairdresser,Great Clips,2900,Peachtree Road,30305,Atlanta,,GA,,,,,,,,,,,,,,,,
-84.3896398,33.7766834975452,hairdresser,Great Clips,,,,,,,+1-404-881-8200,"Mo-Fr 09:00-21:00; Sa 09:00-18:00; Su 12:00-17:00",yes,,,,,,,,,,,,,
-84.3658447,33.7742994975452,hairdresser,Great Clips,,,,,,,,,,Great Clips,Q5598967,en:Great Clips,,,,,,,,,,
-84.4162924,33.8103056975452,hairdresser,Great Clips,,,,,,,,,,,,,,,,,,,,,,
-84.3664334,33.8262795975452,hairdresser,Great Clips,,,,,,,,,,,,,,,,,,,,,,
-84.3729663,33.7542117975452,hairdresser,Leslie's Barber Shop,445,Edgewood Avenue Southeast,,,,,,,,,,,,,,,,,,,,
-84.4158887,33.8103000975452,hairdresser,Maui Tan Atlanta,,,,,,,,,,,,,,,,,,,,,,
-84.37147,33.7983180975452,hairdresser,Meg B White Salon,1544,Piedmont Avenue Northeast,30324,Atlanta,http://www.megbwhite.com/,GA,+1-678-752-1634,Mo-Su 09:00-21:00,,,,,Meg B White,117,,,,,,,,
-84.3954343,33.7523928975452,hairdresser,Oh! My Nappy Hair Salon,237,Mitchell Street Southwest,30303,Atlanta,http://www.ohmynappyhair.com/,GA,404-221-8900,"""by appointment""",,,,,,,,,,,,,,
-84.3338859,33.7624794975452,hairdresser,Salon Red,1642,,,,https://salonred.com/,,,,,,,,,,,,,,,,,
-84.3810751,33.7556461975452,hairdresser,Silver Moon Barber,,,,,,,,,,,,,,,,,,,,,,
-84.358494,33.7634600975452,hairdresser,Star Salon,331,Elizabeth Street Northeast,30307,,,,,,,,,,,,,,,,,,,D
-84.3336971,33.7647556975452,hairdresser,Sweetgrass Too,,,,,sweetgrassspa.com,,,,,,,,,,,,,,,,,
-84.3508679,33.7639556975452,hairdresser,Sweet Potato Pie,,,,,,,,,,,,,,,,,,,,,,
-84.3506374,33.7645523975452,hairdresser,Tangles,,,,,,,,,,,,,,,,,,,,,,
-84.3448496,33.7398589975452,hairdresser,The Hairspot,,,,,,,,,,,,,,,,,,,,,,
-84.352712,33.7758580975452,hairdresser,VanMichael's,778,North Highland Avenue Northeast,30306,Atlanta,,,,,limited,,,,,,wlan,,,,,no,,
-84.4121476,33.8083918975452,hairdresser,West Barber Shop,1961,Howell Mill Rd NW,30318,,https://westbarbershop.com/,,,,,,,,,,,,,,,,,
-84.3799353,33.7558155975452,hairdresser,Yanise Monet,,,,,,,,,,,,,,,,,,,,,,
